uri	input	ruleId	fp
d	d	d	d
/I/message/write.php	ARGS:msg	950001	True
/I/message/write.php	ARGS:msg	950001	True
/I/message/write.php	REQUEST_URI	950107	True
/I/message/write.php	REQUEST_URI	950107	True
/I/message/message_manager.php	ARGS:destinationList	950911	True
/I/message/message_manager.php	ARGS:destinationList	950911	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:msg	950001	True
/M/message/write.php	ARGS:msg	950001	True
/M/message/write.php	ARGS:msg	950001	True
/M/message/write.php	ARGS:msg	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:msg	950001	True
/I/message/write.php	ARGS:msg	950001	True
/I/message/write.php	ARGS:msg	950001	True
/I/message/write.php	ARGS:msg	950001	True
/	REQUEST_URI	960012	True
/	REQUEST_URI	960012	True
/	REQUEST_URI	960017	True
/	REQUEST_URI	960017	True
/	REQUEST_URI	950005	True
/	REQUEST_URI	950005	True
/	REQUEST_URI	981231	True
/	REQUEST_URI	981231	True
/	REQUEST_URI	950103	True
/	REQUEST_URI	950103	True
/	REQUEST_HEADERS:Host	960012	True
/	REQUEST_HEADERS:Host	960012	True
/	REQUEST_HEADERS:Host	960017	True
/	REQUEST_HEADERS:Host	960017	True
/	REQUEST_HEADERS:Host	950005	True
/	REQUEST_HEADERS:Host	950005	True
/	REQUEST_HEADERS:Host	981231	True
/	REQUEST_HEADERS:Host	981231	True
/	REQUEST_HEADERS:Host	950103	True
/	REQUEST_HEADERS:Host	950103	True
/	ARGS_NAMES:-d	960012	True
/	ARGS_NAMES:-d	960012	True
/	ARGS_NAMES:-d	960017	True
/	ARGS_NAMES:-d	960017	True
/	ARGS_NAMES:-d	950005	True
/	ARGS_NAMES:-d	950005	True
/	ARGS_NAMES:-d	981231	True
/	ARGS_NAMES:-d	981231	True
/	ARGS_NAMES:-d	950103	True
/	ARGS_NAMES:-d	950103	True
/	REQUEST_HEADERS	960012	True
/	REQUEST_HEADERS	960012	True
/	REQUEST_HEADERS	960017	True
/	REQUEST_HEADERS	960017	True
/	REQUEST_HEADERS	950005	True
/	REQUEST_HEADERS	950005	True
/	REQUEST_HEADERS	981231	True
/	REQUEST_HEADERS	981231	True
/	REQUEST_HEADERS	950103	True
/	REQUEST_HEADERS	950103	True
/I/message/message_manager.php	ARGS:destinationList	950911	True
/I/message/message_manager.php	ARGS:destinationList	950911	True
/C/message/message_manager.php	ARGS:destinationList	950911	True
/C/message/message_manager.php	ARGS:destinationList	950911	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:msg	950001	True
/I/message/write.php	ARGS:msg	950001	True
/I/message/write.php	ARGS:msg	950001	True
/I/message/write.php	ARGS:msg	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:msg	950001	True
/I/message/write.php	ARGS:msg	950001	True
/I/message/write.php	ARGS:msg	950001	True
/I/message/write.php	ARGS:msg	950001	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:msg	950001	True
/M/message/write.php	ARGS:msg	950001	True
/M/message/write.php	ARGS:msg	950001	True
/M/message/write.php	ARGS:msg	950001	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:msg	950001	True
/M/message/write.php	ARGS:msg	950001	True
/M/message/write.php	ARGS:msg	950001	True
/M/message/write.php	ARGS:msg	950001	True
/I/message/message_manager.php			True
/I/message/message_manager.php			True
/I/message/message_manager.php			True
/I/message/message_manager.php			True
/I/message/message_manager.php			True
/I/message/validate.php	ARGS:destinationList	950109	True
/I/message/validate.php	ARGS:destinationList	950109	True
/I/message/validate.php	ARGS:destinationList	950109	True
/I/message/validate.php	ARGS:destinationList	950109	True
/I/message/validate.php	ARGS:body	950109	True
/I/message/validate.php	ARGS:body	950109	True
/I/message/validate.php	ARGS:body	950109	True
/I/message/validate.php	ARGS:body	950109	True
/C/message/write.php	ARGS:body	950001	True
/C/message/write.php	ARGS:body	950001	True
/C/message/write.php	ARGS:body	950001	True
/C/message/write.php	ARGS:body	950001	True
/C/message/write.php	ARGS:msg	950001	True
/C/message/write.php	ARGS:msg	950001	True
/C/message/write.php	ARGS:msg	950001	True
/C/message/write.php	ARGS:msg	950001	True
/I/message/message_manager.php	ARGS:destinationList	950911	True
/I/message/message_manager.php	ARGS:destinationList	950911	True
/I/message/iframe.php	FILES:IMGVID_FILE	960000	True
/I/message/iframe.php	FILES:IMGVID_FILE	960000	True
/I/message/iframe.php	FILES:IMGVID_FILE	960000	True
/I/message/iframe.php	FILES:IMGVID_FILE	960000	True
/I/message/iframe.php	FILES:SOUND_FILE	960000	True
/I/message/iframe.php	FILES:SOUND_FILE	960000	True
/I/message/iframe.php	FILES:SOUND_FILE	960000	True
/I/message/iframe.php	FILES:SOUND_FILE	960000	True
/I/message/iframe.php	FILES:IMGVID_FILE	960000	True
/I/message/iframe.php	FILES:IMGVID_FILE	960000	True
/_vti_bin/owssvr.dll			True
/_vti_bin/owssvr.dll			True
/_vti_bin/owssvr.dll			True
/I/message/message_manager.php	ARGS:destinationList	950911	True
/I/message/message_manager.php	ARGS:destinationList	950911	True
/favicon.ico	REQUEST_HEADERS:User-Agent	990012	True
/favicon.ico	REQUEST_HEADERS:User-Agent	990012	True
/favicon.gif	REQUEST_HEADERS:User-Agent	990012	True
/favicon.gif	REQUEST_HEADERS:User-Agent	990012	True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/_vti_bin/owssvr.dll			True
/M/fr/message/write.php	ARGS:body	950001	True
/M/fr/message/write.php	ARGS:body	950001	True
/M/fr/message/write.php	ARGS:body	950001	True
/M/fr/message/write.php	ARGS:body	950001	True
/M/fr/message/write.php	ARGS:msg	950001	True
/M/fr/message/write.php	ARGS:msg	950001	True
/M/fr/message/write.php	ARGS:msg	950001	True
/M/fr/message/write.php	ARGS:msg	950001	True
/_vti_bin/owssvr.dll			True
/_vti_bin/owssvr.dll			True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:msg	950001	True
/I/message/write.php	ARGS:msg	950001	True
/I/message/write.php	ARGS:msg	950001	True
/I/message/write.php	ARGS:msg	950001	True
/I/message/message_manager.php	ARGS:destinationList	950911	True
/I/message/message_manager.php	ARGS:destinationList	950911	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:body	950001	True
/M/message/write.php	ARGS:msg	950001	True
/M/message/write.php	ARGS:msg	950001	True
/M/message/write.php	ARGS:msg	950001	True
/M/message/write.php	ARGS:msg	950001	True
/I/message/welcome.php	ARGS:from	973304	True
/I/message/welcome.php	ARGS:from	973304	True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/mms_write.php	REQUEST_HEADERS:User-Agent	990012	True
/M/message/mms_write.php	REQUEST_HEADERS:User-Agent	990012	True
/M/message/mms_write.php	REQUEST_HEADERS:User-Agent	990012	True
/M/message/mms_write.php	REQUEST_HEADERS:User-Agent	990012	True
/M/message/mms_write.php	REQUEST_HEADERS:User-Agent	990012	True
/M/message/mms_write.php	REQUEST_HEADERS:User-Agent	990012	True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/M/message/message_manager.php			True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:body	950001	True
/I/message/write.php	ARGS:msg	950001	True
